movement_reference,foreign_reference,lot_no,lot_date,departure_date,arrival_date,qty_pigs,qty_doa,fci_declaration,dep_assurance_no,dep_name,dep_address,dep_postcode,departure_cph,dest_assurance_no,dest_name,dest_address,dest_postcode,dest_cph
460622,NGQNNUJNAO,768JGDDUKKMET,18/09/2018,20190408,20190409,178,9,9545,467563,XVWSYVCGPX,18 JSIQKLPRYP,OX ZVA,40/910/1916,233508,VYRCTXLBZR,82 FRUNODBAJB,JQ HUE,13/904/8657
620673,MWEBGAXFTD,253EGCLSEAZXS,03/02/2018,20191214,20191215,118,21,9982,59225,WLMHWLXWTY,91 KTQORKTJBS,RD GLI,97/702/1863,859851,RLMBYRKGAH,30 JYFPDWFTCA,XE CAQ,46/655/5777
571786,XEBPTPKBZM,921RGEAWRHXVU,05/07/2018,20190421,20190422,73,6,2738,337383,CEXWAZRVIM,79 LEZVXEDXRB,UV NGQ,90/252/6096,434671,DTWGDXBISA,10 SBXZLTVUAJ,GL IVJ,76/796/8354
494909,FENLQERONR,894EMRKNHRKQG,02/05/2018,20190409,20190410,58,3,6044,166831,CQFXWYJOZS,3 YWPZQPLKRQ,WR MSM,10/533/5657,881057,PLLAIUMSEE,58 MRKXOVNBRE,QW GES,75/543/1182
498410,EXCNEJLZGZ,365BPMVWZAKFO,21/08/2018,20191012,20191013,174,27,7626,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034,881048,JXOUAZUKDL,80 CLCTLNHEXH,CY BUU,71/542/7150
163222,GTIBVSDMBQ,602ODXRMKWCZF,25/09/2018,20191220,20191221,91,4,2270,665190,SUUGPXYQPH,10 PRBFAFQHCX,ML GYH,40/506/4101,879619,OAKKCEJLHV,2 BNGCHCTKFP,AZ HIU,38/210/2235
227655,GUAGNJTZIM,118ONIXVOZDWJ,11/12/2018,20191015,20191016,141,27,7414,270498,PGKNACCBRB,16 BSSYRHSTAD,OE NNF,14/459/4224,714722,CUDXKNCELL,57 GAIZJLHRJK,YA FDD,64/745/9830
429288,XVMJUOOPHX,804ENFRFDFKCM,10/01/2018,20190701,20190702,156,11,5937,904161,KTETSDKGNJ,99 SEGGTFHXRG,IZ RAY,12/324/7713,859851,RLMBYRKGAH,30 JYFPDWFTCA,XE CAQ,46/655/5777
755240,KXWLPOZVSZ,190TFKPBUQGLV,12/11/2018,20190705,20190706,36,6,1629,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,679180,XEVOUFJYAX,85 YPMSGGFIBF,KU XDU,62/404/6205
175684,RPFAMRJALC,937BNYNAXNDXZ,02/09/2018,20190517,20190518,93,2,6753,412236,XXMNKZYIAR,29 IAVOOHSNLB,ZP VHR,26/145/5364,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034
443686,MKGVIINYTC,501MDJTLDELZX,02/04/2018,20191021,20191022,110,19,3443,699871,USMQABBFED,24 ZFNQGAJIBT,DC LQP,49/940/1336,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260
694556,TPDBYCXASE,512OYPHHXTYZH,26/10/2018,20190721,20190722,138,18,6307,197228,LYVUWEOMER,29 ZOJUJFVVCF,AN LMA,73/932/9136,950087,MYCWACKEAP,4 JOCLTUVZRQ,IZ BSE,64/400/9543
54909,JDMYVIGNCP,355DUVHHLDFEN,25/11/2018,20191007,20191008,73,7,3262,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112
699616,AOZPXQSBQF,239PIPHAQNVDX,20/09/2018,20190810,20190811,72,7,6045,330754,MXXNGNJWWR,74 BOYWTOHIML,LN COT,10/161/7572,63462,SPXOERMXAE,98 NUNYEUYXWT,CY ISV,45/864/8651
285337,GKUUHWJNSR,976DMBJEQEBCT,01/01/2018,20190702,20190703,124,16,2318,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533,221924,NTUEJHQUUK,92 VPETQRICMQ,IP NZY,45/564/2870
323165,LQZWPMIEDX,158WVDLWKCPGI,04/04/2018,20190217,20190218,77,5,9623,281941,TVYWRMGFBI,63 HPHCOOSDRT,LQ RCV,28/693/6939,204607,XUJTCEOQTR,73 UYAHSHIGXQ,AG MQA,68/450/6037
515530,OMMDLCTLOO,788HFFTFJQLXD,27/10/2018,20190118,20190119,84,10,3947,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614,640181,YAPNUMTPYW,40 YQIREXPVHI,WO OHX,21/733/9411
155640,EWFYLNOMEB,688OUKUJDEZLX,27/06/2018,20191002,20191003,107,13,2521,309312,IRZIXJJKDW,73 WMXMYLBGIL,GF URA,85/208/5457,748383,UYKNUBIUZB,3 CCPVCWKROE,GR XCE,37/795/5662
571852,AFEUKAWZCP,500COVPHMYBCO,06/12/2018,20190304,20190305,103,3,2551,844116,JZCYLFXVVI,80 BSDZTUZDYG,EC GTI,91/238/4716,813962,UJFGYEQGWW,8 DLGGCWDHPQ,WX VDY,41/119/3644
116012,QMFYDFIXXD,520GKAPNWRDWM,09/02/2018,20191127,20191128,104,7,1153,50257,JZSPMXKGJZ,11 QLKADABZJO,YI CFL,77/693/5635,50257,JZSPMXKGJZ,11 QLKADABZJO,YI CFL,77/693/5635
391257,SBIRZMKCNR,142WSPLFTMTGV,04/07/2018,20190312,20190313,38,1,4606,289951,ZUORMRSLSM,33 JIITDNNWDB,VM JSF,12/927/6771,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260
419580,QTWWBJLZBS,355CIDUIWEEYG,23/06/2018,20190805,20190806,75,7,8117,168286,IWFLGLZDID,59 YHDFPWCKBI,OZ XKY,39/245/3824,158490,BPKYSEEOWL,10 QUEVRDWDMM,NN KTI,10/260/2949
276266,XXMDNZRDFY,471WDZAMSXNYB,09/12/2018,20190808,20190809,88,12,2240,537849,WFFTSXVCAR,60 LDVCRMAFPH,DY WAB,62/245/8420,872557,MLKOETEKII,79 SCMCDDRKAA,HC QIA,65/240/3174
494326,GRKWLIHXKX,720COOMJWJSFN,17/02/2018,20190924,20190925,94,13,1239,401884,YAEVOXEEGW,14 DOKJKGWJNP,MZ RRR,15/957/8528,184310,NRGHQZSVTX,65 AKKOWLMNHV,WD REY,88/242/8124
177128,QURIKSGZBH,257AHKNDIURCR,20/04/2018,20190712,20190713,96,11,8032,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465,750916,MNLBOXPMZD,82 LYYPCGPFAK,QP YJH,17/138/4106
513627,NBTBERNKEV,800BHVRHKFDCI,24/02/2018,20190423,20190424,89,11,4074,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260,629135,MUKETQTPYW,54 TOOGQMCOWL,BK ZMB,30/608/9795
37744,FXRUKWWXPQ,101AXHRGCMQLD,01/05/2018,20190407,20190408,114,20,9431,695407,XQXDQFXTOP,72 HHTHQRSKOM,PC ZYD,12/828/5583,641601,ZECMQOCQER,40 TYBHTXUQGM,NX XRW,78/230/1361
226335,QHIWEUDYNN,896KMLQHKOLHP,05/07/2018,20191010,20191011,139,13,6151,782884,BXZFSWJKLQ,94 OKHTZLIACM,AG CQT,44/372/4337,269897,EKWETUSVAS,43 VQRRDINAIT,MA BOY,50/299/5237
764475,IKYGALAYAR,988YOBBGPUUCN,26/04/2018,20190905,20190906,76,4,9700,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533
195542,DENASIVTHL,473XPEPCEVDRH,05/04/2018,20190401,20190402,64,5,8791,831675,ZXFNHQSKVQ,33 QBWVTZCQDC,PL EVU,47/479/9810,378463,KULTVHDMXP,54 XQZKSYLASC,MC JJT,57/418/6011
728560,HNLXKRLUAV,714RFKPSAREQW,20/07/2018,20190615,20190616,176,27,4633,573478,UCWRVKWFVG,69 RUOQPZMDAY,RM DWE,68/727/2028,810896,LNATZMZXRG,58 PQRWEAMISN,CD CXM,76/443/2839
182544,LWHIZSFCRK,180KFGPOSKEZS,20/05/2018,20191123,20191124,70,7,1453,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955,846805,AOGCMOHXZQ,89 GXPTZGZSXT,MK OTY,29/433/3234
72397,UQIQTCPYLH,558IHOUUTWGPR,27/06/2018,20190613,20190614,161,24,5579,395639,QBUEBMKOSC,62 PWXXSUPCAC,TX YQU,34/467/9102,480134,DVYADIWERK,15 DCPJFXCJKV,QQ LUE,86/867/7476
542240,ITTPVOZKIG,225SWXFVCBFNY,05/10/2018,20191207,20191208,103,7,6914,800223,EFRGCFHUSH,41 PJDFGBTOPB,KV LWA,64/414/8990,807590,XYIRRFRUFI,83 KLCMYUCZYX,FG CAX,96/653/1479
337679,KSRORLTLRG,757DWRXWQWVPN,16/11/2018,20191104,20191105,107,20,2657,124145,EWTLHMSMIE,44 QJPKEYEAGQ,UY HWW,28/293/6782,928425,OTFNNLSBFV,36 WQKGOQDXAH,SZ NZI,23/282/2424
902044,CLMPQQULBE,130NNQXIGVUXM,06/11/2018,20190304,20190305,113,5,7307,320758,QFDGHVWYMZ,97 KGDVYAPZGT,AX LRB,66/218/8559,188448,JUKIPZFKRU,40 DFFSZEMXUR,AE LHC,95/680/1007
303529,JBITVJOCJU,999CHURTDOGBE,17/01/2018,20190424,20190425,106,2,8777,448291,PIBTLJONZY,67 DHJQIJBHTD,ZU LEL,95/662/8709,529084,DKEXOHAUYZ,4 XGFSKJROCM,WG MOX,73/922/4238
686399,MUVOLPFKXJ,469VDWXTRLXAC,15/05/2018,20191221,20191222,85,9,4075,10490,VVKPWUQIYQ,54 APTYSZANHP,DK JBR,47/396/4417,847041,AUYAQBQKKX,96 PBICISKTAU,JJ IMF,73/588/4268
506485,WJTXVUVMBY,126NRIICYDYPZ,20/02/2018,20191214,20191215,100,13,6147,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112
288336,MXRAJMDSMU,802GDSAUDYITS,04/07/2018,20190101,20190102,48,2,9632,556111,VKGVCXKPMW,16 JHYQBVONEQ,DI ROZ,68/891/6323,749730,WOCPTVJXRE,25 QCQKYNXMGA,WZ MUD,28/904/8338
96768,EORCCFKFUN,214URLUGVDHHD,27/09/2018,20190809,20190810,138,3,7253,991087,CZQRMKLIAX,1 SXWEAWAATT,FZ ZEC,24/630/2808,401884,YAEVOXEEGW,14 DOKJKGWJNP,MZ RRR,15/957/8528
629226,NAOYGSAKMW,705RWFKUNUUYH,14/11/2018,20190707,20190708,183,18,6958,746878,ANUZTYOJZB,25 VGNVMGLJKP,CR AFV,78/609/2545,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614
710024,NCQNXPZUGV,970HGWCAOTDRY,15/02/2018,20190522,20190523,169,23,1570,101963,VYTKVJIXBE,56 DHCNMLWSTB,XX GYX,88/772/3955,531653,OKMEOQGEJX,64 YXQPLOMVSC,LD ZYJ,95/383/5454
819721,KYJCDYPQLD,392WYQEAKHOXA,11/06/2018,20190106,20190107,132,8,9584,512789,RCFESYAPIR,20 JBWARRPQFD,MB YST,38/942/4988,435492,FDERQXIAYD,88 KCEQYTTVGL,DH LXH,84/613/2906
391937,WYCHDBVJVO,208SISYXHEAZK,18/09/2018,20190114,20190115,80,0,9065,606016,UCSKJQTDFS,77 OLHUAPEZQL,KW OOM,76/503/6250,269897,EKWETUSVAS,43 VQRRDINAIT,MA BOY,50/299/5237
600220,AWQZRMMPEC,854PNPRGRMHLP,19/04/2018,20190428,20190429,140,22,7114,859851,RLMBYRKGAH,30 JYFPDWFTCA,XE CAQ,46/655/5777,37245,PKTXDVJRZK,85 SUPKPQESLM,PB JQD,79/343/7034
358403,SQEGKZIVFR,846ENMGMXYRCI,05/05/2018,20190414,20190415,63,8,3232,917802,WMXPPZSOAB,69 SOKMLQCBXA,XP EFA,57/427/5455,872560,ITWIKQVZSH,17 RJTFIBYJDC,LA ERL,25/591/6144
563532,EYPEPYBRFS,480IFDFWFQJDB,27/12/2018,20190612,20190613,117,21,9955,941266,IHZUFWZXIP,4 XYOMOVGRNE,DZ WJO,41/173/2581,499834,VNIQDCMYHA,84 LQEEARXTNC,OI PJN,73/306/6527
310512,FPEHICZLNH,350BYMEFHUHWG,14/03/2018,20190509,20190510,146,3,8617,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260,764517,GESLUKKCPU,91 GCCAWIUWND,HU XTM,85/507/6791
24593,XGRILPYNTE,415XVIKYLEKFO,18/12/2018,20190913,20190914,166,29,8998,791096,MZBNCOLTXR,6 MUGYBARPMW,AN ECZ,57/373/1691,940881,WFBILKMFVW,40 ZAXCRVVQVE,HS IET,17/903/9116
546919,QLODMXQIXQ,346IWRTZDKJRD,20/07/2018,20191117,20191118,183,22,6319,941266,IHZUFWZXIP,4 XYOMOVGRNE,DZ WJO,41/173/2581,892101,OQGXZIBWPN,94 ZGBEOMGZSC,GW PLL,90/829/4001
684757,LDEVOEGWWH,891ARBWUUNWTY,07/11/2018,20190323,20190324,185,29,2570,657936,CDIIXQNJKW,52 ZGDOMPFTML,VQ EME,51/394/2823,782884,BXZFSWJKLQ,94 OKHTZLIACM,AG CQT,44/372/4337
43515,UQMZVXXZCH,330ABLCTQKQRQ,11/02/2018,20190309,20190310,124,20,5466,968943,YLSDTVAITX,93 MCNGRMPQST,GB FRX,76/613/8076,289951,ZUORMRSLSM,33 JIITDNNWDB,VM JSF,12/927/6771
299651,KSFEHHOOEL,503BMBYTVLUWA,04/01/2018,20191109,20191110,124,12,8674,15264,CRLKCLHVCC,96 SWVGCCXWNO,KA QSZ,24/372/9381,434775,ANWUVTEAAL,63 VWRWJHNZIF,HP CTL,92/927/4215
396621,EKYTBKKQNQ,721INQZTPBADT,05/03/2018,20191111,20191112,175,22,8721,959254,OYFCXVTOYL,94 IYOBHBTJWI,YB HWC,69/393/9398,810896,LNATZMZXRG,58 PQRWEAMISN,CD CXM,76/443/2839
586080,OCJRWXPKEH,988SOFYNOORHT,25/12/2018,20190828,20190829,157,25,6098,134218,GSXXYHSPCD,8 SRZJHNUTAE,RT BYB,57/190/1315,75822,VTPCYHYLRP,98 KXIOIEMAZG,EE AGX,31/931/4017
416801,RWFHPKFMJK,700FNXQNHWKMS,15/03/2018,20190118,20190119,69,2,8479,717794,HHDFRBGAOJ,53 ZMLQYMKYDL,PL IBO,80/740/6438,573724,VYLFXWKXDY,67 QLHNKIMOBV,AG AFQ,79/146/5527
489695,CNFFZQBGLT,795KNCTUCPYNV,28/03/2018,20190221,20190222,170,13,4129,678626,GLSGJZUUNT,13 ZDVBPFSOOV,RL BLB,64/636/8614,746878,ANUZTYOJZB,25 VGNVMGLJKP,CR AFV,78/609/2545
193130,QNUIVJIWDN,282RSGFLRUSSW,24/12/2018,20190515,20190516,158,2,9917,272511,XEHRXZSJEA,42 MMYOSGVYIK,QV RNN,41/788/6464,480134,DVYADIWERK,15 DCPJFXCJKV,QQ LUE,86/867/7476
568599,DPZBNYHJSJ,503QYWKVQXYVZ,26/10/2018,20190420,20190421,129,19,5490,777638,BYPYIFSQON,72 FWQPBPQKQA,MP LDD,12/878/4958,138839,LNEIGFOTUL,64 LIWIEGIDFT,BI BVP,47/946/7562
761971,SCZZVWOCXQ,764GSCURWZRTQ,17/10/2018,20190217,20190218,147,6,5882,921699,TOCWJGEJEF,25 ASZKARRMPC,JC JFU,89/635/3615,776204,LMZNPSLSUL,52 SXASTXWBQZ,ID CPQ,20/567/2533
786261,CFZFWQEXIH,946HZHMFRLNJL,07/09/2018,20191219,20191220,49,7,1031,759978,ZFBMPSZPMM,86 KUCSXIYRKG,OU YLQ,40/832/7521,717794,HHDFRBGAOJ,53 ZMLQYMKYDL,PL IBO,80/740/6438
441150,YTPKRANAGZ,466RJPXRUZLCA,09/01/2018,20190222,20190223,162,32,2674,917802,WMXPPZSOAB,69 SOKMLQCBXA,XP EFA,57/427/5455,950087,MYCWACKEAP,4 JOCLTUVZRQ,IZ BSE,64/400/9543
333844,DBNEBYGFOW,720IHOHLXTQDA,05/06/2018,20190709,20190710,88,13,3356,621990,BYPDKAUULX,31 CDVIAMOZYC,NC RJE,69/196/5890,921699,TOCWJGEJEF,25 ASZKARRMPC,JC JFU,89/635/3615
391480,GVFVTGGVUA,227GUHWQAMZZD,17/10/2018,20191206,20191207,116,17,5166,806057,XZXNVHUHAU,79 DAQZSIEBNE,RQ VOW,41/434/4415,902866,SUYIYVFLCA,69 FJAUSSAAFG,RG XVB,43/601/7059
632894,DDBOHQQMXF,636ETDVSHTZND,06/03/2018,20191009,20191010,94,15,6049,921699,TOCWJGEJEF,25 ASZKARRMPC,JC JFU,89/635/3615,879619,OAKKCEJLHV,2 BNGCHCTKFP,AZ HIU,38/210/2235
545992,UJGDVPVTHH,711IRHHYFMHQG,13/09/2018,20190425,20190426,76,12,7903,467563,XVWSYVCGPX,18 JSIQKLPRYP,OX ZVA,40/910/1916,224974,KBDQEAWDWT,42 SMOMAKJBXJ,NH NMA,32/280/8465
283903,IBWSYDXDRL,168CQJXNZUFNY,09/01/2018,20190814,20190815,124,6,1086,448291,PIBTLJONZY,67 DHJQIJBHTD,ZU LEL,95/662/8709,807590,XYIRRFRUFI,83 KLCMYUCZYX,FG CAX,96/653/1479
874917,VPTEAUKUBS,665YGOWDYTHEQ,21/04/2018,20190509,20190510,161,18,1234,699871,USMQABBFED,24 ZFNQGAJIBT,DC LQP,49/940/1336,807590,XYIRRFRUFI,83 KLCMYUCZYX,FG CAX,96/653/1479
678065,IEGVAEZGGW,760ZLLJJMXEQL,10/07/2018,20191123,20191124,53,6,1158,297316,KNOAMNHIYK,40 QEEMXXKMMF,OU MUP,28/732/9624,640181,YAPNUMTPYW,40 YQIREXPVHI,WO OHX,21/733/9411
927514,RONZMZUXYD,660SZBFDKOWLH,24/01/2018,20190521,20190522,40,5,3382,448291,PIBTLJONZY,67 DHJQIJBHTD,ZU LEL,95/662/8709,188448,JUKIPZFKRU,40 DFFSZEMXUR,AE LHC,95/680/1007
275078,XSQOWCQJUL,327UXGHFIFFVP,18/06/2018,20190818,20190819,37,7,7492,448291,PIBTLJONZY,67 DHJQIJBHTD,ZU LEL,95/662/8709,905329,YDPWUTSAFO,31 EIXHDJSPSW,OE FGA,34/331/2418
256626,RJZSOXRDHP,381UTQNVFMLOR,04/08/2018,20190207,20190208,141,4,8120,688323,MHUBAUBZUP,12 YKCVHICNGI,SL IQQ,82/192/1124,996219,UYRYPXNTGU,10 VBLBFDSAFH,TV XCF,52/577/5349
810305,ACDJXIMNOY,475LSBKGHSOCJ,09/06/2018,20190218,20190219,123,8,3074,86356,KREOIGIRAQ,65 YGBXFYLSBL,FC KAZ,50/311/4527,904582,PIXVFTGQHY,52 XHILZZKXWS,ZA OPU,65/570/5310
444860,RIMQIGTCFK,347BJMZEVLUSK,01/09/2018,20190420,20190421,45,1,4503,557745,TEVKNSYWQY,94 XGEDCOSQXS,ET CFN,84/830/7382,472809,SEUBSTFAHX,85 PWEIXUTDPD,ER WEA,51/469/9863
13748,EXBXBHBJDT,378XKDBYCHGNF,25/01/2018,20191214,20191215,30,2,2211,604538,HLSIORWIGI,66 JOLGNDMUVL,OX NNV,46/681/2814,191073,UQSUMEMXWD,62 DSYBAWNEUX,ON WRQ,12/661/2744
962239,UYKCVEZVQP,544IKJNSNVZOM,08/07/2018,20191006,20191007,155,21,7801,521914,WVZMLMYLBA,12 IRGTIPHTGT,OE BTU,81/183/6253,148402,LZOKQEOZVE,29 OQLSRQBWJV,TR IYX,29/809/9045
755356,SZYUWQCAWX,725YUCUJMFMAO,10/04/2018,20190101,20190102,107,19,5572,342005,ZBKBQOEQVH,90 BUTWXOQIEV,WW BKY,63/841/5112,137101,CQMBGNPMBI,72 AAJJDUFCTV,ZI JGL,47/307/1762
486406,DHKUCAJESL,280NGSVPOMLRO,16/01/2018,20190401,20190402,37,5,6052,281863,XAKPYFNSJS,23 LMVWZKMAVP,RV GQK,33/713/1793,680250,VRIZGRARLI,4 ZSWYJITVLK,KX YQY,86/580/7898
512578,MMUHUESYUF,772KCCSXHILXW,23/09/2018,20190821,20190822,160,21,2948,508483,HGDRNSNBQX,80 PTFMAXJCTZ,VX FSO,61/886/4001,46311,HCJZRIKHSY,82 QINUPMFEOE,TH EQD,63/749/2405
992684,NLEHZDNFFQ,536TQYBURQELQ,25/02/2018,20190811,20190812,166,29,1014,395837,CLPWXWVZSO,34 MMUYNKKALF,RB YJO,90/599/4706,905329,YDPWUTSAFO,31 EIXHDJSPSW,OE FGA,34/331/2418
107853,VRAFXEWSAK,454ZNWSIYVLHA,06/07/2018,20190207,20190208,172,3,4785,329566,RFDVUSTUEG,5 VKHJNRRCYK,UN LBN,14/493/9281,269897,EKWETUSVAS,43 VQRRDINAIT,MA BOY,50/299/5237
325928,TFLYMXYDHM,756USNILHQAFY,15/02/2018,20190516,20190517,72,10,9860,722152,ENSTHPISDV,86 EOXEGBEENV,BV YSO,91/427/3924,748383,UYKNUBIUZB,3 CCPVCWKROE,GR XCE,37/795/5662
762411,UDFPHBBFVU,954OWKHMNJKPP,13/05/2018,20190703,20190704,146,8,6286,825607,YYSFGUOWTD,86 VZBIXHKRVK,NM ESZ,56/160/6828,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260
589460,XLAJLEPGUP,845SBPYZPQHMA,16/07/2018,20190809,20190810,135,25,7751,864831,NMTIRMFPFU,86 RGHBNETZQL,UE DSS,58/308/6720,881057,PLLAIUMSEE,58 MRKXOVNBRE,QW GES,75/543/1182
194558,DQJMTNSYHW,793SJVIIGYBRG,26/12/2018,20191225,20191226,105,17,5535,822145,TTZHTMMTNL,82 VJQPTJXTLU,OZ AOR,41/891/3641,566990,DROECGZLNU,37 BEXWEMRNGU,DG VSM,75/345/2020
559486,RBGCEDHDXU,257JKWELMYKTN,24/02/2018,20190327,20190328,107,9,1889,695407,XQXDQFXTOP,72 HHTHQRSKOM,PC ZYD,12/828/5583,388977,KYHERNPQMO,29 GFRPNVSNXO,WA GVA,68/366/6490
479845,ALIZXJVJAJ,703HDNIWEVSJH,10/11/2018,20191019,20191020,133,20,1921,904848,KZGLUVGQNT,89 YTFYXNOPGL,SR IBF,98/511/4260,982913,OIPKCWNNPQ,22 KAYVPBWUUY,GL WHA,67/614/9729
598137,HRPDVHUICS,136TDGHEEZYEI,05/06/2018,20190701,20190702,67,11,1727,994338,BZHQMVNJFS,47 BAYLONOQPE,YI OEF,95/123/9647,38482,IIFPIEHWPU,41 QDSNMONIZV,IN DLT,70/581/5748
